STT,Thực thể nguồn (Source),Loại nguồn (Type),Mã CUI nguồn,Chỉ số nguồn (Attributes),Quan hệ lâm sàng (Relation),Thực thể đích (Target),Loại đích (Type),Mã CUI đích,Chỉ số đích (Attributes),Bằng chứng văn bản gốc (Evidence Span),Tài liệu nguồn
811,Viêm mũi dị ứng,Disease,C2607914,,Làm tăng nguy cơ mắc,Hen suyễn,Disease,C0004096,,"Trước khi liệu pháp được tăng cường, việc tuân thủ, tiếp xúc với các yếu tố môi trường (ví dụ: tiếp xúc với chất kích thích) và sự hiện diện của các bệnh kèm theo (ví dụ: béo phì, viêm mũi dị ứng, bệnh trào ngược dạ dày thực quản, bệnh phổi tắc nghẽn mạn tính, ngưng thở khi ngủ do tắc nghẽn, rối loạn chức năng dây thanh âm, sử dụng cocaine dạng hít).",henphequan.txt
812,Viêm phế quản cấp do vi khuẩn,Cause,C0339933,,Là nguyên nhân gây ra,Đợt cấp COPD,DiseaseSubtype,C0340044,,"Nguyên nhân cụ thể của bất kỳ đợt cấp nào không phải lúc nào cũng xác định được, nhưng các đợt cấp thường được cho là do các vi rút gây các bệnh nhiễm trùng đường hô hấp trên, viêm phế quản cấp do vi khuẩn hoặc tiếp xúc với các chất kích thích hô hấp.",01_copd.txt
813,Viêm phế quản mạn tính tắc nghẽn,DiseaseSubtype,C0155874,,Là phân loại / thể bệnh của,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,"Bệnh phổi tắc nghẽn mạn tính (COPD) đặc trưng bởi sự giới hạn về luồng khí thở gây ra do đáp ứng viêm do hít phải các chất khí độc hại, thường là khói thuốc lá.",01_copd.txt
814,Viêm phế quản mạn tính tắc nghẽn,DiseaseSubtype,C0155874,,Là phân loại / thể bệnh của,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Bệnh phổi tắc nghẽn mạn tính (COPD) đặc trưng bởi sự giới hạn về luồng khí thở gây ra do đáp ứng viêm do hít phải các chất khí độc hại, thường là khói thuốc lá.",01_copd.txt
815,Viêm tiểu phế quản tắc nghẽn,Disease,C0006272,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,"Các bệnh lý hệ thống có thể có một phần hạn chế luồng khí gợi ý COPD; các bệnh lý này bao gồm nhiễm HIV, lạm dụng các loại thuốc bất hợp pháp (đặc biệt là cocaine và amphetamine), bệnh sarcoid, hội chứng Sjögren, viêm tiểu phế quản tắc nghẽn, bệnh u cơ trơn mạch bạch huyết và u hạt do tăng bạch cầu ái toan.",01_copd.txt
816,Viêm tiểu phế quản tắc nghẽn,Disease,C0006272,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Các bệnh lý hệ thống có thể có một phần hạn chế luồng khí gợi ý COPD; các bệnh lý này bao gồm nhiễm HIV, lạm dụng các loại thuốc bất hợp pháp (đặc biệt là cocaine và amphetamine), bệnh sarcoid, hội chứng Sjögren, viêm tiểu phế quản tắc nghẽn, bệnh u cơ trơn mạch bạch huyết và u hạt do tăng bạch cầu ái toan.",01_copd.txt
817,Viêm tụy,Cause,C0030305,,Gây tổn thương cơ quan,Tuyến tụy,Organ,C0030274,,"Các tình trạng ảnh hưởng đến tuyến tụy (ví dụ: bệnh xơ nang, viêm tụy, bệnh huyết sắc tố, cắt bỏ toàn thân)",01_daithaoduong.txt
818,Vòng lặp lưu lượng-thể tích,Test,C0428734,,Dùng để chẩn đoán,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,Vòng lặp lưu lượng-thể tích: Ghi lại đồng thời phế dung kế của luồng không khí và thể tích trong thời gian hết hạn tối đa bắt buộc và cảm hứng,01_copd.txt
819,Vòng lặp lưu lượng-thể tích,Test,C0428734,,Dùng để chẩn đoán,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Vòng lặp lưu lượng-thể tích: Ghi lại đồng thời phế dung kế của luồng không khí và thể tích trong thời gian hết hạn tối đa bắt buộc và cảm hứng,01_copd.txt
820,Vắc xin SARS-CoV-2,Treatment,C5387588,,Điều trị,Đái tháo đường,Disease,C0011849,,"Tất cả bệnh nhân mắc bệnh tiểu đường nên được tiêm vắc xin phòng ngừa Streptococcus pneumoniae, vi rút cúm, viêm gan B, thủy đậu và SARS-CoV-2 theo khuyến nghị tiêu chuẩn.",01_daithaoduong.txt
821,Vắc xin cúm,Treatment,C0021403,,Điều trị,Đái tháo đường,Disease,C0011849,,"Tất cả bệnh nhân mắc bệnh tiểu đường nên được tiêm vắc xin phòng ngừa Streptococcus pneumoniae, vi rút cúm, viêm gan B, thủy đậu và SARS-CoV-2 theo khuyến nghị tiêu chuẩn.",01_daithaoduong.txt
822,Vắc xin phế cầu,Treatment,C0358314,,Điều trị,Đái tháo đường,Disease,C0011849,,"Tất cả bệnh nhân mắc bệnh tiểu đường nên được tiêm vắc xin phòng ngừa Streptococcus pneumoniae, vi rút cúm, viêm gan B, thủy đậu và SARS-CoV-2 theo khuyến nghị tiêu chuẩn.",01_daithaoduong.txt
823,Vắc xin thủy đậu,Treatment,C3464497,,Điều trị,Đái tháo đường,Disease,C0011849,,"Tất cả bệnh nhân mắc bệnh tiểu đường nên được tiêm vắc xin phòng ngừa Streptococcus pneumoniae, vi rút cúm, viêm gan B, thủy đậu và SARS-CoV-2 theo khuyến nghị tiêu chuẩn.",01_daithaoduong.txt
824,Vắc xin viêm gan B,Treatment,C2240392,,Điều trị,Đái tháo đường,Disease,C0011849,,"Tất cả bệnh nhân mắc bệnh tiểu đường nên được tiêm vắc xin phòng ngừa Streptococcus pneumoniae, vi rút cúm, viêm gan B, thủy đậu và SARS-CoV-2 theo khuyến nghị tiêu chuẩn.",01_daithaoduong.txt
825,"Vắc xin, kháng sinh",RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Hen suyễn,Disease,C0004096,,"Xu hướng với các gia đình có ít trẻ hơn, môi trường trong nhà sạch hơn và việc sử dụng sớm vắc xin, kháng sinh có thể làm mất đi sự ức chế T2 ở trẻ, ức chế dung nạp. Điều đó có thể phần nào giải thích sự gia tăng liên tục tỷ lệ hen suyễn ở các nước thu nhập cao hơn",henphequan.txt
826,X-quang ngực,Test,C0039985,,Giúp phát hiện,Căng phồng phổi quá mức,Sign,Chưa có,,Chụp X-quang ngực cho thấy thường xuyên có căng phồng phổi quá mức,henphequan.txt
827,X-quang ngực,Test,C0039985,,Dùng để chẩn đoán,Bệnh phổi kẽ,Disease,C0206062,,COPD có thể được phân biệt với các bệnh phổi kẽ bằng hình ảnh chụp ngực cho thấy dấu hiệu tăng dần trong bệnh phổi kẽ,01_copd.txt
828,X-quang ngực,Test,C0039985,,Dùng để chẩn đoán,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,"Chẩn đoán COPD và phân biệt nó với các bệnh lý có đặc điểm tương tự (ví dụ: hen, suy tim) chủ yếu dựa vào thông tin lâm sàng thường quy, chẳng hạn như các triệu chứng (đặc biệt là diễn biến theo thời gian), tuổi khởi phát, các yếu tố nguy cơ và kết quả kiểm tra thường quy (ví dụ: phim X quang ngực, kiểm tra chức năng phổi).",01_copd.txt
829,X-quang ngực,Test,C0039985,,Dùng để chẩn đoán,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Chẩn đoán COPD và phân biệt nó với các bệnh lý có đặc điểm tương tự (ví dụ: hen, suy tim) chủ yếu dựa vào thông tin lâm sàng thường quy, chẳng hạn như các triệu chứng (đặc biệt là diễn biến theo thời gian), tuổi khởi phát, các yếu tố nguy cơ và kết quả kiểm tra thường quy (ví dụ: phim X quang ngực, kiểm tra chức năng phổi).",01_copd.txt
830,X-quang ngực,Test,C0039985,,Dùng để chẩn đoán,Hen suyễn,Disease,C0004096,,Chụp X-quang ngực cho thấy thường xuyên có căng phồng phổi quá mức và hiếm khi tràn khí màng phổi hoặc tràn khí trung thất.,henphequan.txt
831,X-quang ngực,Test,C0039985,,Dùng để chẩn đoán,Khí phế thũng,DiseaseSubtype,C0034067,,"Ở bệnh nhân khí phế thũng, những thay đổi có thể bao gồm tăng thể tích phổi biểu hiện vòm hoành nằm ngang",01_copd.txt
832,X-quang ngực,Test,C0039985,,Dùng để chẩn đoán,Suy tim,Complication,C0018801,,"X-quang ngực có thể giúp loại trừ một số nguyên nhân gây hen hoặc chẩn đoán thay thế, chẳng hạn như suy tim hoặc là viêm phổi.",henphequan.txt
833,X-quang ngực,Test,C0039985,,Dùng để chẩn đoán,Tràn khí màng phổi,Disease,C0032326,,Phim chụp X quang ngực thường được thực hiện để kiểm tra viêm phổi hoặc tràn khí màng phổi.,01_copd.txt
834,X-quang ngực,Test,C0039985,,Dùng để chẩn đoán,Viêm phế quản mạn tính tắc nghẽn,DiseaseSubtype,C0155874,,"Ở những bệnh nhân bị viêm phế quản tắc nghẽn mạn tính, phim X quang ngực có thể bình thường hoặc có thể cho thấy sự gia tăng các dấu hiệu mạch máu phế quản hai đáy do dày thành phế quản.",01_copd.txt
835,X-quang ngực,Test,C0039985,,Dùng để chẩn đoán,Viêm phổi,Complication,C0032285,,"X-quang ngực có thể giúp loại trừ một số nguyên nhân gây hen hoặc chẩn đoán thay thế, chẳng hạn như suy tim hoặc là viêm phổi.",henphequan.txt
836,Xuất huyết não,DiseaseSubtype,C2937358,,Dẫn đến biến chứng,Tăng huyết áp,Disease,C0020538,,Sự tăng huyết áp này thường là hệ quả của đột quỵ và xuất huyết não,02_thuocdieutri.txt
837,Xét nghiệm HbA1c tại giường,Measurement,Chưa có,Thông số: Chỉ số Xét nghiệm HbA1c tại giường,Dùng để chẩn đoán,Đái tháo đường,Disease,C0011849,,Xét nghiệm HbA1C đầu ngón tại giường không đủ chính xác để sử dụng cho chẩn đoán ban đầu về bệnh tiểu đường.,01_daithaoduong.txt
838,Xét nghiệm chẩn đoán tăng huyết áp,Test,Chưa có,,Dùng để chẩn đoán,Tăng huyết áp,Disease,C0020538,,"Khi mới có chẩn đoán tăng huyết áp, hãy làm xét nghiệm nước tiểu, tỷ lệ albumin:creatinine trong nước tiểu, xét nghiệm máu (creatinine, kali, natri, canxi, đường huyết lúc đói, bảng lipid và thường là hormone kích thích tuyến giáp) và ECG.",01_tanghuyetap.txt
839,Xét nghiệm creatinine huyết thanh,Test,C3694999,,Dùng để chẩn đoán,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,"Chẩn đoán bằng cách đo huyết áp, ECG, phân tích nước tiểu, đo điện giải và creatinine trong huyết thanh.",02_thuocdieutri.txt
840,Xét nghiệm creatinine huyết thanh,Test,C3694999,,Dùng để chẩn đoán,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,"Chẩn đoán bằng cách đo huyết áp, ECG, phân tích nước tiểu, đo điện giải và creatinine trong huyết thanh.",02_thuocdieutri.txt
841,Xét nghiệm cận lâm sàng,Test,C0086143,,Dùng để chẩn đoán,Tăng huyết áp,Disease,C0020538,,"Tiền sử, khám thực thể, và các xét nghiệm cận lâm sàng khác giúp xác định nguyên nhân và xác định xem đã có tổn thương các cơ quan đích hay chưa.",01_tanghuyetap.txt
842,Xét nghiệm cận lâm sàng,Test,C0086143,,Dùng để chẩn đoán,Đợt cấp hen,Complication,C0340061,,Bệnh nhân hen có đợt cấp được đánh giá dựa trên các tiêu chí lâm sàng nhưng đôi khi cũng phải làm các xét nghiệm nhất định:,henphequan.txt
843,Xét nghiệm cận lâm sàng,Test,C0086143,,Dùng để chẩn đoán,Đợt cấp hen phế quản,DiseaseSubtype,C0340061,,Bệnh nhân hen có đợt cấp được đánh giá dựa trên các tiêu chí lâm sàng nhưng đôi khi cũng phải làm các xét nghiệm nhất định:,henphequan.txt
844,Xét nghiệm di truyền,Test,C0679560,,Dùng để chẩn đoán,Thiếu alpha-1 antitrypsin,Cause,C0221757,,"Nếu nồng độ alpha-1 antitrypsin thấp, chẩn đoán cần được xác nhận bằng xét nghiệm di truyền để xác định kiểu hình alpha-1 antitrypsin.",01_copd.txt
845,Xét nghiệm di truyền,Test,C0679560,,Dùng để chẩn đoán,Thiếu hụt alpha-1 antitrypsin,DiseaseSubtype,C0221757,,"Nếu nồng độ alpha-1 antitrypsin thấp, chẩn đoán cần được xác nhận bằng xét nghiệm di truyền để xác định kiểu hình alpha-1 antitrypsin.",01_copd.txt
846,Xét nghiệm kali và creatinine huyết thanh,Test,Chưa có,,Dùng để chẩn đoán,Rối loạn chức năng thận,Disease,C3279454,,"Ở những bệnh nhân có rối loạn chức năng thận, kali và creatinine huyết thanh được theo dõi ít nhất mỗi 3 tháng.",02_thuocdieutri.txt
847,Xét nghiệm khí máu tĩnh mạch,Test,Chưa có,,Dùng để chẩn đoán,Tăng CO2 máu mạn tính,Disease,C1997771,,Khí máu tĩnh mạch rất hữu ích để chẩn đoán tăng CO2 máu cấp tính hoặc mạn tính.,01_copd.txt
848,Xét nghiệm máu,Test,C0018941,,Dùng để chẩn đoán,Đái tháo đường,Disease,C0011849,,Kiểm soát đái tháo đường có thể theo dõi bởi định lượng nồng độ trong máu của:,01_daithaoduong.txt
849,Xét nghiệm thường xuyên,Test,C0011930,,Dùng để chẩn đoán,Đái tháo đường loại 2,DiseaseSubtype,C0011860,,"Bệnh nhân đái tháo đường loại 2 có thể xuất hiện với triệu chứng của tăng đường huyết nhưng thường không triệu chứng, và tình trạng này chỉ được phát hiện khi xét nghiệm thường xuyên.",01_daithaoduong.txt
850,Xơ cứng động mạch chủ,Mechanism,C1331537,,Là cơ chế sinh bệnh học của,Tăng huyết áp tâm thu đơn độc,DiseaseSubtype,C0745133,,"Một số bệnh nhân cao tuổi có tăng huyết áp tâm thu đơn độc với cung lượng tim bình thường hoặc thấp, có thể là do sự xơ cứng động mạch chủ và các nhánh lớn của nó.",01_tanghuyetap.txt
851,Xơ vữa động mạch,Mechanism,C0004153,,Gây tổn thương cơ quan,Mắt,Organ,C4266572,,"Xơ vữa động mạch được đặc trưng bởi tình trạng phì đại, tăng sản và hyalin hóa ở lớp giữa của các động mạch nhỏ (tiểu động mạch), đặc biệt là ở mắt và thận.",01_tanghuyetap.txt
852,Xơ vữa động mạch,Mechanism,C0004153,,Gây tổn thương cơ quan,Thận,Organ,C0022646,,"Xơ vữa động mạch được đặc trưng bởi tình trạng phì đại, tăng sản và hyalin hóa ở lớp giữa của các động mạch nhỏ (tiểu động mạch), đặc biệt là ở mắt và thận.",01_tanghuyetap.txt
853,Xơ vữa động mạch,Mechanism,C0004153,,Là cơ chế sinh bệnh học của,Bệnh mạch máu lớn,Disease,Chưa có,,Bệnh mạch máu lớn liên quan xơ vữa động mạch của các mạch lớn,01_daithaoduong.txt
854,Yếu tố chu sinh,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Hen suyễn,Disease,C0004096,,"Hen suyễn cũng liên quan đến các yếu tố chu sinh, chẳng hạn như bà mẹ sinh con khi còn quá trẻ, dinh dưỡng kém của bà mẹ, trẻ sơ sinh non tháng, trẻ sơ sinh nhẹ cân và thiếu sữa mẹ.",henphequan.txt
855,Yếu tố khởi phát,RiskFactor,C0032930,,Làm tăng nguy cơ mắc,Hen suyễn,Disease,C0004096,,thường xuất hiện khi tiếp xúc với một hoặc nhiều yếu tố khởi phát.,henphequan.txt
856,Yếu tố nguy cơ,RiskFactor,C0035648,,Làm tăng nguy cơ mắc,Tăng huyết áp tiên phát,DiseaseSubtype,C0085580,,Phụ thuộc vào huyết áp và bệnh tim mạch hoặc các yếu tố nguy cơ kèm theo Tăng huyết áp tiên phát không chữa được,01_tanghuyetap.txt
857,Yếu tố tăng trưởng nội mô mạch máu (VEGF),Mechanism,C1171892,,Gây tổn thương cơ quan,Phổi,Organ,C0024109,,giảm mức độ yếu tố tăng trưởng nội mô mạch máu (VEGF) có thể góp phần phá hủy nhu mô phổi theo chương trình.,01_copd.txt
858,Zileuton,Drug,C0081408,,Điều trị,Hen suyễn,Disease,C0004096,,"Ngoài ra, zileuton chỉ nên được sử dụng cho trẻ em >= 12 tuổi.",henphequan.txt
